"","POPULATION_CU","POPULATION","POP_ID","SPECIES","Y_LAT","X_LONGT","CU_NAME","CU_ACRO","FULL_CU_IN","cuid","IS_INDICATOR","REGION","year_start","year_final","START_SPAWN_DT","nYears_START_SPAWN_DT","nYearsOutside_START_SPAWN_DT","PEAK_SPAWN_DT","nYears_PEAK_SPAWN_DT","nYearsOutside_PEAK_SPAWN_DT","END_SPAWN_DT","nYears_END_SPAWN_DT","nYearsOutside_END_SPAWN_DT","DQ_START","DQ_PEAK","DQ_END"
"3761","Marmot Cove Creek (Kitimat-Butedale) Chum_CM-20","Marmot Cove Creek (Kitimat-Butedale) Chum",50233,"Chum",53.1722511281066,-128.629282124049,"DOUGLAS-GARDNER","DOUG","CM-20",508,"N","Central Coast",1957,2016,245.521739130435,46,39,256.764705882353,51,42,270.052631578947,38,31,1,1,1
"3762","Marmot Cove Creek (Kitimat-Butedale) Coho_CO-30","Marmot Cove Creek (Kitimat-Butedale) Coho",50231,"Coho",53.1722511281066,-128.629282124049,"NORTHERN COASTAL STREAMS","NCS","CO-30",523,"N","Central Coast",1985,2015,NA,0,0,NA,0,0,NA,0,0,3,3,3
"3763","Marmot Cove Creek (Kitimat-Butedale) Pink_PKE-6","Marmot Cove Creek (Kitimat-Butedale) Pink",50232,"Pink",53.1722511281066,-128.629282124049,"HECATE STRAIT-FJORDS","HStr-Fj","PKE-6",609,"N","Central Coast",1958,2016,244.413043478261,23,20,252.461538461538,26,21,264.3125,16,13,2,1,2
"3764","Marmot Cove Creek (Kitimat-Butedale) Pink_PKO-13","Marmot Cove Creek (Kitimat-Butedale) Pink",50232,"Pink",53.1722511281066,-128.629282124049,"HECATE STRAIT-FJORDS","HStr-Fj","PKO-13",612,"N","Central Coast",1957,2015,241.369565217391,23,19,253.065217391304,23,20,265.421052631579,19,15,2,2,2
"3765","Marshall Creek (Kitimat-Butedale) Chum_CM-20","Marshall Creek (Kitimat-Butedale) Chum",51238,"Chum",53.0870179085439,-128.510432397968,"DOUGLAS-GARDNER","DOUG","CM-20",508,"N","Central Coast",1953,2021,246.761904761905,42,40,259.675,40,28,267.646341463415,41,29,2,1,1
"3766","Marshall Creek (Kitimat-Butedale) Coho_CO-30","Marshall Creek (Kitimat-Butedale) Coho",51236,"Coho",53.0870179085439,-128.510432397968,"NORTHERN COASTAL STREAMS","NCS","CO-30",523,"N","Central Coast",1971,1991,258,1,0,288,1,0,288,1,0,2,2,2
"3767","Marshall Creek (Kitimat-Butedale) Pink_PKE-6","Marshall Creek (Kitimat-Butedale) Pink",51237,"Pink",53.0870179085439,-128.510432397968,"HECATE STRAIT-FJORDS","HStr-Fj","PKE-6",609,"N","Central Coast",1954,2022,244.159090909091,22,21,258.826086956522,23,17,264.277777777778,18,11,2,1,1
"3768","Marshall Creek (Kitimat-Butedale) Pink_PKO-13","Marshall Creek (Kitimat-Butedale) Pink",51237,"Pink",53.0870179085439,-128.510432397968,"HECATE STRAIT-FJORDS","HStr-Fj","PKO-13",612,"N","Central Coast",1953,2022,245.395833333333,24,21,258.921052631579,19,16,266.931818181818,22,16,2,2,1
"3769","Marshall Inlet Right Hand Creek (Sandspit) Chum_CM-21","Marshall Inlet Right Hand Creek (Sandspit) Chum",42948,"Chum",52.4692196851756,-131.512117335905,"EAST HG","EHG","CM-21",801,"N","Haida Gwaii",1954,2016,271.384615384615,39,32,285.076923076923,39,32,299.5875,40,32,1,1,1
"3770","Marshall Inlet Right Hand Creek (Sandspit) Coho_CO-23","Marshall Inlet Right Hand Creek (Sandspit) Coho",42946,"Coho",52.4692196851756,-131.512117335905,"HG-EAST","EHG","CO-23",807,"N","Haida Gwaii",1960,1993,271.388888888889,18,15,285.166666666667,18,15,302.842105263158,19,16,2,2,2
"3771","Marshall Inlet Right Hand Creek (Sandspit) Pink_PKE-10","Marshall Inlet Right Hand Creek (Sandspit) Pink",42947,"Pink",52.4692196851756,-131.512117335905,"EAST HAIDA GWAII","EHG","PKE-10",811,"N","Haida Gwaii",1962,2016,249.9,15,12,265.625,16,13,280.125,16,13,2,2,2
"3772","Marten Cr.  (Quesnel Lake shore) Summer Sockeye_SEL-06-10","Marten Cr.  (Quesnel Lake shore) Summer Sockeye",3377,"Sockeye",52.718286503191,-120.901789347339,"QUESNEL-SUMMER TIMING","Quesnel-S","SEL-06-10",728,"N","Fraser",2018,2022,NA,0,0,265.5,2,2,NA,0,0,3,3,3
"3773","Martin River (Bella Coola) Chum_CM-15","Martin River (Bella Coola) Chum",51863,"Chum",52.3603707075774,-127.722771373168,"SPILLER-FITZ HUGH-BURKE","SpilFitz","CM-15",503,"Y","Central Coast",1953,2022,248.358695652174,46,35,271.375,48,37,297.261363636364,44,27,1,1,1
"3774","Martin River (Bella Coola) Coho_CO-30","Martin River (Bella Coola) Coho",51861,"Coho",52.3603707075774,-127.722771373168,"NORTHERN COASTAL STREAMS","NCS","CO-30",523,"Y","Central Coast",1971,2022,292.636363636364,33,22,331.568965517241,29,18,373.078947368421,19,11,1,1,1
"3775","Martin River (Bella Coola) Pink_PKE-6","Martin River (Bella Coola) Pink",51862,"Pink",52.3603707075774,-127.722771373168,"HECATE STRAIT-FJORDS","HStr-Fj","PKE-6",609,"Y","Central Coast",1954,2022,233.25,20,14,254.478260869565,23,17,269.125,24,16,1,1,1
"3776","Martin River (Bella Coola) Pink_PKO-13","Martin River (Bella Coola) Pink",51862,"Pink",52.3603707075774,-127.722771373168,"HECATE STRAIT-FJORDS","HStr-Fj","PKO-13",612,"Y","Central Coast",1953,2022,224,19,14,250.6,20,15,268.113636363636,22,13,1,1,1
"3777","Martin River (Bella Coola) Sockeye_SER-16","Martin River (Bella Coola) Sockeye",51860,"Sockeye",52.3603707075774,-127.722771373168,"NORTHERN COASTAL FJORDS","NCFj","SER-16",614,"N","Central Coast",2013,2013,NA,0,0,288.5,1,1,NA,0,0,3,3,3
"3778","Martys Creek (Bella Coola) Coho_CO-22","Martys Creek (Bella Coola) Coho",3150,"Coho",52.3768845619449,-126.584030887558,"BELLA COOLA-DEAN RIVERS","BCD","CO-22",518,"N","Central Coast",2003,2022,314.285714285714,7,7,319.4375,8,8,NA,0,0,3,3,3
"3779","Marvinas Bay Creek (Tahsis) Pink Run 1_PKE-2","Marvinas Bay Creek (Tahsis) Pink Run 1",41544,"Pink",49.6559277589634,-126.627263153428,"WEST VANCOUVER ISLAND","WVI","PKE-2",918,"N","Vancouver Island & Mainland Inlets",1956,1978,246.2,5,2,266,6,3,282.6,5,1,2,2,2
"3780","Marvinas Bay Creek (Tahsis) Steelhead_NA","Marvinas Bay Creek (Tahsis) Steelhead",2942,"Steelhead",NA,NA,NA,NA,NA,NA,NA,NA,1998,2000,NA,0,0,NA,0,0,NA,0,0,3,3,3
"3781","Marvinas Bay Creek Chinook_CK-32","Marvinas Bay Creek Chinook",41548,"Chinook",49.6559277589634,-126.627263153428,"WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x","NoKy","CK-32",329,"N","Vancouver Island & Mainland Inlets",1999,1999,278.5,1,1,278.5,1,1,288.5,1,1,3,3,3
"3782","Marvinas Bay Creek Chum_CM-10","Marvinas Bay Creek Chum",41546,"Chum",49.6559277589634,-126.627263153428,"SOUTHWEST VANCOUVER ISLAND","SWVI","CM-10",978,"N","Vancouver Island & Mainland Inlets",1953,2001,278.857142857143,35,21,298.161764705882,34,18,317.863636363636,33,15,1,1,1
"3783","Marvinas Bay Creek Coho_CO-17","Marvinas Bay Creek Coho",41542,"Coho",49.6559277589634,-126.627263153428,"WEST VANCOUVER ISLAND","WVI","CO-17",914,"N","Vancouver Island & Mainland Inlets",1953,2001,272.125,24,11,303.06,25,13,337.64,25,10,1,1,1
"3784","Marvinas Bay Creek Sockeye_SER-10","Marvinas Bay Creek Sockeye",41540,"Sockeye",49.6559277589634,-126.627263153428,"WEST VANCOUVER ISLAND","WVI","SER-10",972,"N","Vancouver Island & Mainland Inlets",1977,2001,285.6,5,5,292.142857142857,7,7,299.916666666667,6,6,3,3,3
"3785","Mary Cove Creek (Bella Bella) Chum_CM-18","Mary Cove Creek (Bella Bella) Chum",42748,"Chum",52.6175871007348,-128.434919099329,"HECATE LOWLANDS","NCC-coastal","CM-18",506,"N","Central Coast",1953,2012,249.793103448276,29,18,262.8125,24,12,276.189655172414,29,14,1,1,1
"3786","Mary Cove Creek (Bella Bella) Coho_CO-27","Mary Cove Creek (Bella Bella) Coho",42746,"Coho",52.6175871007348,-128.434919099329,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"N","Central Coast",1953,2002,249.9,20,12,267.142857142857,14,6,283.05,20,8,1,1,1
"3787","Mary Cove Creek (Bella Bella) Pink_PKE-5","Mary Cove Creek (Bella Bella) Pink",42747,"Pink",52.6175871007348,-128.434919099329,"HECATE LOWLANDS","HStr-HecLow","PKE-5",608,"N","Central Coast",1954,2006,246.916666666667,12,7,262.5,11,6,276.083333333333,12,5,1,1,1
"3788","Mary Cove Creek (Bella Bella) Pink_PKO-12","Mary Cove Creek (Bella Bella) Pink",42747,"Pink",52.6175871007348,-128.434919099329,"HECATE STRAIT-LOWLANDS","HStr-HecLow","PKO-12",611,"N","Central Coast",1953,1993,245.909090909091,11,7,255,9,4,272.454545454545,11,5,2,1,1
"3789","Mary Cove Creek (Bella Bella) Sockeye_SEL-19-40","Mary Cove Creek (Bella Bella) Sockeye",42745,"Sockeye",52.6175871007348,-128.434919099329,"MARY COVE CREEK","Mary Cove Creek","SEL-19-40",579,"N","Central Coast",1953,2012,227.986842105263,38,23,259.118421052632,38,22,271.648648648649,37,16,1,1,1
"3790","Mashiter Creek (Squamish) Chinook Run 1_CK-20","Mashiter Creek (Squamish) Chinook Run 1",49963,"Chinook",49.7334882035357,-123.114304776032,"SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","SMn-GStr","CK-20",320,"N","Vancouver Island & Mainland Inlets",1990,1993,251.333333333333,3,3,261.333333333333,3,3,278,3,3,3,3,3
"3791","Mashiter Creek (Squamish) Chum Run 1_CM-3","Mashiter Creek (Squamish) Chum Run 1",49961,"Chum",49.7334882035357,-123.114304776032,"HOWE SOUND-BURRARD INLET","HOWE","CM-3",905,"N","Vancouver Island & Mainland Inlets",1979,2007,305.571428571429,7,5,325.428571428571,7,5,339.4,10,8,2,2,2
"3792","Mashiter Creek (Squamish) Coho Run 1_CO-10","Mashiter Creek (Squamish) Coho Run 1",49957,"Coho",49.7334882035357,-123.114304776032,"HOWE SOUND-BURRARD INLET","Howe-Burrard","CO-10",907,"N","Vancouver Island & Mainland Inlets",1979,2004,311.555555555556,9,5,335.111111111111,9,5,371.272727272727,11,7,2,2,2
"3793","Mashiter Creek (Squamish) Pink Run 1_PKO-2","Mashiter Creek (Squamish) Pink Run 1",49959,"Pink",49.7334882035357,-123.114304776032,"EAST HOWE SOUND-BURRARD INLET","EHOWE-BUR","PKO-2",921,"N","Vancouver Island & Mainland Inlets",1979,1993,240.428571428571,7,5,259.428571428571,7,5,278,7,5,2,2,2
"3794","Mashiter Spawning Channel (Squamish) Chum_CM-3","Mashiter Spawning Channel (Squamish) Chum",49943,"Chum",49.7376704364221,-123.108293773241,"HOWE SOUND-BURRARD INLET","HOWE","CM-3",905,"N","Vancouver Island & Mainland Inlets",1987,1993,304.857142857143,7,7,325,7,7,350.714285714286,7,7,3,3,3
"3795","Mashiter Spawning Channel (Squamish) Coho_CO-10","Mashiter Spawning Channel (Squamish) Coho",49941,"Coho",49.7376704364221,-123.108293773241,"HOWE SOUND-BURRARD INLET","Howe-Burrard","CO-10",907,"N","Vancouver Island & Mainland Inlets",1987,1993,351.166666666667,6,6,369.666666666667,6,6,391.833333333333,6,6,3,3,3
"3796","Mathers Creek (Sandspit) Chinook_CK-44","Mathers Creek (Sandspit) Chinook",42029,"Chinook",53.0175146304933,-131.776451238099,"HAIDA GWAII-EAST","HGE","CK-44",806,"N","Haida Gwaii",1967,1969,135.333333333333,3,2,145.666666666667,3,2,186.333333333333,3,2,2,2,2
"3797","Mathers Creek (Sandspit) Chum_CM-21","Mathers Creek (Sandspit) Chum",42028,"Chum",53.0175146304933,-131.776451238099,"EAST HG","EHG","CM-21",801,"N","Haida Gwaii",1953,2000,266.940476190476,42,27,283.170454545455,44,26,299.238095238095,42,23,1,1,1
"3798","Mathers Creek (Sandspit) Coho_CO-23","Mathers Creek (Sandspit) Coho",42026,"Coho",53.0175146304933,-131.776451238099,"HG-EAST","EHG","CO-23",807,"N","Haida Gwaii",1953,1998,260.486842105263,38,26,279.878378378378,37,22,302.935897435897,39,22,1,1,1
"3799","Mathers Creek (Sandspit) Pink_PKE-10","Mathers Creek (Sandspit) Pink",42027,"Pink",53.0175146304933,-131.776451238099,"EAST HAIDA GWAII","EHG","PKE-10",811,"Y","Haida Gwaii",1954,2010,245.086956521739,23,16,262.166666666667,24,16,278.913043478261,23,14,1,1,1
"3800","Mathers Creek (Sandspit) Pink_PKO-9","Mathers Creek (Sandspit) Pink",42027,"Pink",53.0175146304933,-131.776451238099,"EAST HAIDA GWAII","EHG","PKO-9",813,"N","Haida Gwaii",1953,1995,251.4375,16,12,265.647058823529,17,12,279.0625,16,11,2,1,1
"3801","Mathers Creek (Sandspit) Sockeye_SEL-17-06","Mathers Creek (Sandspit) Sockeye",42025,"Sockeye",53.0175146304933,-131.776451238099,"MATHERS","Mathers","SEL-17-06",824,"N","Haida Gwaii",1973,2022,257,15,8,260.9375,16,9,279.625,16,9,1,1,1
"3802","Matheson Inlet L.H. Creek (Sandspit) Chum_CM-21","Matheson Inlet L.H. Creek (Sandspit) Chum",42958,"Chum",52.4444398666218,-131.477035547139,"EAST HG","EHG","CM-21",801,"Y","Haida Gwaii",1954,2022,270.990384615385,52,42,284.83,50,39,299.163461538462,52,40,1,1,1
"3803","Matheson Inlet L.H. Creek (Sandspit) Coho_CO-23","Matheson Inlet L.H. Creek (Sandspit) Coho",42956,"Coho",52.4444398666218,-131.477035547139,"HG-EAST","EHG","CO-23",807,"N","Haida Gwaii",1956,2019,276.166666666667,24,18,291.36,25,19,311.08,25,17,1,1,1
"3804","Matheson Inlet L.H. Creek (Sandspit) Pink_PKE-10","Matheson Inlet L.H. Creek (Sandspit) Pink",42957,"Pink",52.4444398666218,-131.477035547139,"EAST HAIDA GWAII","EHG","PKE-10",811,"Y","Haida Gwaii",1962,2022,253.604166666667,24,20,268.98,25,21,285.395833333333,24,20,2,2,2
"3805","Matheson Inlet L.H. Creek (Sandspit) Pink_PKO-9","Matheson Inlet L.H. Creek (Sandspit) Pink",42957,"Pink",52.4444398666218,-131.477035547139,"EAST HAIDA GWAII","EHG","PKO-9",813,"N","Haida Gwaii",1987,2022,263.25,2,2,278.25,2,2,288.25,2,2,3,3,3
"3806","Matsiu Creek (Alert Bay) Chum Run 1_CM-8","Matsiu Creek (Alert Bay) Chum Run 1",50926,"Chum",50.7046904721525,-125.825556462606,"SOUTHERN COASTAL STREAMS","SCS","CM-8",900,"N","Vancouver Island & Mainland Inlets",1934,1998,261.05,10,8,287.95,10,6,291.75,10,6,2,2,2
"3807","Matsiu Creek (Alert Bay) Coho Run 1_CO-12","Matsiu Creek (Alert Bay) Coho Run 1",50922,"Coho",50.7046904721525,-125.825556462606,"SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","CO-12",909,"N","Vancouver Island & Mainland Inlets",1933,1998,270.5,3,3,293.833333333333,3,3,317.833333333333,3,3,3,3,3
"3808","Matsiu Creek (Alert Bay) Pink Run 1_PKE-4","Matsiu Creek (Alert Bay) Pink Run 1",50924,"Pink",50.7046904721525,-125.825556462606,"SOUTHERN FJORDS","SFj","PKE-4",920,"N","Vancouver Island & Mainland Inlets",1932,2000,242.611111111111,9,8,259.555555555556,9,7,273.444444444444,9,7,2,2,2
"3809","Matsiu Creek (Alert Bay) Pink Run 1_PKO-7","Matsiu Creek (Alert Bay) Pink Run 1",50924,"Pink",50.7046904721525,-125.825556462606,"SOUTHERN FJORDS","SC+SFj","PKO-7",926,"N","Vancouver Island & Mainland Inlets",1931,1997,239.0625,8,6,255.4375,8,6,276.571428571429,7,5,2,2,2
"3810","Maude Island South Creek (Sandspit) Chum_NA","Maude Island South Creek (Sandspit) Chum",43378,"Chum",NA,NA,NA,NA,NA,NA,NA,NA,1987,1987,258,1,1,288,1,0,319,1,0,3,2,2
"3811","Maxan Creek (Smithers) Chinook_CK-55","Maxan Creek (Smithers) Chinook",49233,"Chinook",54.3815547788884,-126.125591340951,"UPPER BULKLEY RIVER","MSK-UprBulk","CK-55",221,"N","Skeena",1988,1988,228,1,1,238,1,1,254,1,1,3,3,3
"3812","Maxan Creek (Smithers) Coho_CO-33","Maxan Creek (Smithers) Coho",49230,"Coho",54.3815547788884,-126.125591340951,"MIDDLE SKEENA","MSKNA","CO-33",215,"N","Skeena",1966,1978,260.125,8,2,279.444444444444,9,2,305.75,8,2,1,1,1
"3813","Maxan Creek (Smithers) Sockeye_SEL-21-03","Maxan Creek (Smithers) Sockeye",49229,"Sockeye",54.3815547788884,-126.125591340951,"BULKLEY","Bulkley","SEL-21-03",181,"N","Skeena",1969,2007,228.916666666667,6,1,242.75,6,1,261.583333333333,6,1,1,1,1
"3814","Mayo Creek (Terrace) Coho_CO-32","Mayo Creek (Terrace) Coho",44894,"Coho",54.8266369326688,-128.880599638607,"LOWER SKEENA","LSKNA","CO-32",202,"N","Skeena",1998,2003,298.5,1,0,319.5,3,0,NA,0,0,2,2,3
"3815","Mcalister Creek (Alert Bay) Chum Run 1_CM-8","Mcalister Creek (Alert Bay) Chum Run 1",50966,"Chum",50.7957529752132,-126.010638422297,"SOUTHERN COASTAL STREAMS","SCS","CM-8",900,"N","Vancouver Island & Mainland Inlets",1970,1986,258.125,8,5,265,8,5,284.571428571429,7,4,2,2,2
"3816","Mcalister Creek (Alert Bay) Pink Run 1_PKE-4","Mcalister Creek (Alert Bay) Pink Run 1",50964,"Pink",50.7957529752132,-126.010638422297,"SOUTHERN FJORDS","SFj","PKE-4",920,"N","Vancouver Island & Mainland Inlets",1970,2000,255.833333333333,12,10,266.090909090909,11,9,281.636363636364,11,9,2,2,2
"3817","Mcalister Creek (Alert Bay) Pink Run 1_PKO-7","Mcalister Creek (Alert Bay) Pink Run 1",50964,"Pink",50.7957529752132,-126.010638422297,"SOUTHERN FJORDS","SC+SFj","PKO-7",926,"N","Vancouver Island & Mainland Inlets",1971,1987,255.2,5,4,257.2,5,4,285.2,5,4,2,2,2
"3818","Mccartney Creek (Vancouver) Chum_CM-3","Mccartney Creek (Vancouver) Chum",49837,"Chum",49.3078831662357,-122.999010124456,"HOWE SOUND-BURRARD INLET","HOWE","CM-3",905,"N","Vancouver Island & Mainland Inlets",1986,1986,288,1,1,293,1,1,319,1,1,3,3,3
"3819","Mccartney Creek (Vancouver) Coho_CO-10","Mccartney Creek (Vancouver) Coho",49835,"Coho",49.3078831662357,-122.999010124456,"HOWE SOUND-BURRARD INLET","Howe-Burrard","CO-10",907,"N","Vancouver Island & Mainland Inlets",1982,1993,294,8,6,317.333333333333,9,7,347.222222222222,9,7,2,2,2
"3820","Mcclinton Creek (Masset) Chum_CM-24","Mcclinton Creek (Masset) Chum",40998,"Chum",53.635859225629,-132.609759540846,"NORTH HAIDA GWAII","NHG","CM-24",802,"N","Haida Gwaii",1953,1992,276.9,20,17,286,17,13,293.631578947368,19,14,2,2,1
"3821","Mcclinton Creek (Masset) Coho_CO-25","Mcclinton Creek (Masset) Coho",40996,"Coho",53.635859225629,-132.609759540846,"HG-GRAHAM ISLAND LOWLANDS","NHG","CO-25",809,"N","Haida Gwaii",1953,2010,267.714285714286,35,22,289.088235294118,34,19,309.25,32,18,1,1,1
"3822","Mcclinton Creek (Masset) Pink_PKE-9","Mcclinton Creek (Masset) Pink",40997,"Pink",53.635859225629,-132.609759540846,"NORTH HAIDA GWAII","NHG","PKE-9",810,"N","Haida Gwaii",1954,2022,245.416666666667,24,18,256.8,25,18,265.875,24,18,1,1,1
"3823","Mcclinton Creek (Masset) Pink_PKO-10","Mcclinton Creek (Masset) Pink",40997,"Pink",53.635859225629,-132.609759540846,"NORTH HAIDA GWAII","NHG","PKO-10",814,"N","Haida Gwaii",1965,2022,252.1,5,4,260.1,5,4,270.1,5,4,2,2,2
"3824","Mccully Creek (Hazelton) Chinook_CK-54","Mccully Creek (Hazelton) Chinook",49253,"Chinook",55.496457340701,-127.777911951676,"MIDDLE SKEENA-MAINSTEM TRIBUTARIES","MSK-M/S","CK-54",217,"N","Skeena",1966,1992,222.571428571429,14,13,231.857142857143,14,13,250,14,10,2,2,2
"3825","Mccully Creek (Hazelton) Chum_CM-28","Mccully Creek (Hazelton) Chum",49252,"Chum",55.496457340701,-127.777911951676,"MIDDLE SKEENA","MSK","CM-28",214,"N","Skeena",1962,2013,234.194444444444,18,18,246.46875,16,16,258.970588235294,17,13,3,3,2
"3826","Mccully Creek (Hazelton) Coho_CO-33","Mccully Creek (Hazelton) Coho",49250,"Coho",55.496457340701,-127.777911951676,"MIDDLE SKEENA","MSKNA","CO-33",215,"N","Skeena",1965,2022,288.236842105263,19,18,302.657894736842,19,17,320.138888888889,18,16,2,2,2
"3827","Mccully Creek (Hazelton) Pink_PKE-8","Mccully Creek (Hazelton) Pink",49251,"Pink",55.496457340701,-127.777911951676,"MIDDLE-UPPER SKEENA","MandU-SKNA","PKE-8",218,"N","Skeena",1956,1992,228.428571428571,14,13,239.571428571429,14,12,252.5,14,7,2,2,1
"3828","Mccully Creek (Hazelton) Pink_PKO-16","Mccully Creek (Hazelton) Pink",49251,"Pink",55.496457340701,-127.777911951676,"MIDDLE AND UPPER SKEENA","MandUSK","PKO-16",213,"N","Skeena",1955,1993,228.538461538462,13,12,242.083333333333,12,10,253.923076923077,13,11,2,2,2
"3829","Mccully Creek (Hazelton) Sockeye_SER-18","Mccully Creek (Hazelton) Sockeye",49249,"Sockeye",55.496457340701,-127.777911951676,"SKEENA RIVER","SKNA","SER-18",226,"N","Skeena",2010,2010,258.5,1,1,NA,0,0,NA,0,0,3,3,3
"3830","Mccurdy Creek (Tahsis) Chinook Run 1_CK-32","Mccurdy Creek (Tahsis) Chinook Run 1",41383,"Chinook",49.6723094999853,-126.188364506404,"WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x","NoKy","CK-32",329,"N","Vancouver Island & Mainland Inlets",1991,1991,NA,0,0,309,1,1,319,1,1,3,3,3
"3831","Mccurdy Creek (Tahsis) Pink Run 1_PKE-2","Mccurdy Creek (Tahsis) Pink Run 1",41379,"Pink",49.6723094999853,-126.188364506404,"WEST VANCOUVER ISLAND","WVI","PKE-2",918,"N","Vancouver Island & Mainland Inlets",1956,1956,228,1,1,259,1,1,259,1,1,3,3,3
"3832","Mccurdy Creek (Tahsis) Sockeye Run 1_SER-10","Mccurdy Creek (Tahsis) Sockeye Run 1",41375,"Sockeye",49.6723094999853,-126.188364506404,"WEST VANCOUVER ISLAND","WVI","SER-10",972,"N","Vancouver Island & Mainland Inlets",1991,1991,309,1,1,NA,0,0,NA,0,0,3,3,3
"3833","Mccurdy Creek Chum_CM-10","Mccurdy Creek Chum",41381,"Chum",49.6723094999853,-126.188364506404,"SOUTHWEST VANCOUVER ISLAND","SWVI","CM-10",978,"N","Vancouver Island & Mainland Inlets",1953,1991,284,9,4,298.875,8,5,325.4,10,3,1,2,1
"3834","Mccurdy Creek Coho_CO-17","Mccurdy Creek Coho",41377,"Coho",49.6723094999853,-126.188364506404,"WEST VANCOUVER ISLAND","WVI","CO-17",914,"N","Vancouver Island & Mainland Inlets",1953,1968,278.333333333333,6,2,304,4,2,334.333333333333,6,1,2,2,1
"3835","Mcdonald Creek (Kitimat-Butedale) Chum_CM-18","Mcdonald Creek (Kitimat-Butedale) Chum",44043,"Chum",52.6015347439235,-129.149043052238,"HECATE LOWLANDS","NCC-coastal","CM-18",506,"N","Central Coast",1957,1989,250.466666666667,15,15,264.230769230769,13,10,287.466666666667,15,7,3,2,1
"3836","Mcdonald Creek (Kitimat-Butedale) Coho_CO-27","Mcdonald Creek (Kitimat-Butedale) Coho",44041,"Coho",52.6015347439235,-129.149043052238,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"N","Central Coast",1957,1989,240,17,14,268.75,16,12,278.823529411765,17,8,2,2,1
"3837","Mcdonald Creek (Kitimat-Butedale) Pink_PKE-5","Mcdonald Creek (Kitimat-Butedale) Pink",44042,"Pink",52.6015347439235,-129.149043052238,"HECATE LOWLANDS","HStr-HecLow","PKE-5",608,"N","Central Coast",1958,1988,239,8,8,258.571428571429,7,7,275.875,8,3,3,3,1
"3838","Mcdonald Creek (Kitimat-Butedale) Pink_PKO-12","Mcdonald Creek (Kitimat-Butedale) Pink",44042,"Pink",52.6015347439235,-129.149043052238,"HECATE STRAIT-LOWLANDS","HStr-HecLow","PKO-12",611,"N","Central Coast",1957,1989,242.5,6,6,257.8,5,4,267.666666666667,6,3,3,2,2
"3839","Mcdonald Creek (Kitimat-Butedale) Sockeye_SEL-19-41","Mcdonald Creek (Kitimat-Butedale) Sockeye",44040,"Sockeye",52.6015347439235,-129.149043052238,"MCDONALD CREEK","Mcdonald Creek","SEL-19-41",580,"N","Central Coast",1970,1989,259.642857142857,14,12,273.214285714286,14,11,283.928571428571,14,10,2,2,2
"3840","Mcdougall Creek (Prince George) Early Stuart Sockeye_SEL-06-14","Mcdougall Creek (Prince George) Early Stuart Sockeye",45579,"Sockeye",55.2311427093303,-126.002179118098,"TAKLA/TREMBLEUR-EARLY STUART TIMING","Takla/Trembleur-ESTU","SEL-06-14",732,"N","Fraser",1953,2013,NA,0,0,218.305555555556,18,16,NA,0,0,3,2,3
"3841","Mcgregor River (Prince George) Chinook Run 1_CK-12","Mcgregor River (Prince George) Chinook Run 1",47347,"Chinook",54.179793544001,-122.033998595539,"UPPER FRASER RIVER_SP_1.3","UFR-spring","CK-12",312,"Y","Fraser",1999,2000,NA,0,0,NA,0,0,NA,0,0,3,3,3
